,Date,Rating,Review
16722,2020-01-06 22:49:08,5,Boa
16723,2020-01-06 22:41:39,3,Tem filmes q vem sem legenda em português e se áudio em português...... complicado neh!!!!!
16724,2020-01-06 22:34:38,5,"Exelente entretendimento, filmes e series novos muio bom!"
16725,2020-01-06 22:30:30,2,A maioria dos filmes e séries não sua dublados em português. Sem contar que não tem uma porção de filmes Tanto mais novos como anteriores. Principalmente infantis.
16726,2020-01-06 22:25:09,5,Ótimo! Vale muito a pena.
16727,2020-01-06 22:24:15,5,Muito top
16728,2020-01-06 22:20:34,1,"Horrivel, o da netflix nao trava, este alem de travar nao consiguimos colocar no epsodio de maneira pratica, e um transtorno."
16729,2020-01-06 22:15:25,5,"Maravilhoso. Aplicativo funciona muito bem, tem filmes que acabaram de sair do cinema e series muito boas."
16730,2020-01-06 22:01:21,4,"É muito bom , mas precisa de mais séries e filmes"
16731,2020-01-06 22:01:16,5,É ótimo Estou gostando muito
16732,2020-01-06 21:38:44,1,As forma de pagamento que é ruim sóno cartão de crédito quem não tem fica ruim usar não tem como usar o aplicativo para assistir
16733,2020-01-06 21:37:12,5,Incrível
16734,2020-01-06 21:35:20,3,Legendas nao carregam com o filme depende do 4g pra abrir..mesmo feito download precisa usar o dados móveis para legendas
16735,2020-01-06 21:28:08,5,"Melhor serviço de assinatura disponível. Só lançamento top e preço justo, recomendo a todos."
16736,2020-01-06 21:02:36,4,"Muito bom, só faltou ter mais perfis pra toda família usar e ter seu histórico individual..."
16737,2020-01-06 20:31:51,4,No meu dispositivo não apareceu o ícone do Chromecast. Como posso solucionar?
16738,2020-01-06 20:28:09,4,"Bom, mas pode melhorar, principalmente para trocar o idioma enquanto assiste"
16739,2020-01-06 20:11:38,3,"O app é bem legal, por ser novo ainda tem umas melhorias para serem feitas qual com o tempo acontecerá. Por exemplo, não tem mais de um perfil. Eu assisto vários episódios com a legenda em inglês, do nada aparece outra língua. A mesma serie aparece de varias formas diferentes como se fossem diferentes.. Etc"
16740,2020-01-06 20:05:05,5,top de linha
16741,2020-01-06 20:04:21,5,"Muito bom, Netflix é melhor só q Amazon prime émais barato"
16742,2020-01-06 19:53:39,5,Muito bom!!!
16743,2020-01-06 19:46:55,1,"Eu tenho um aparelho da xiaomi pocophone, quando eu faço o espelhamento na minha TV wi-fi da Sony, ela não mostra a imagem somente o áudio, porém quando eu espelho o Netflix, tudo sem problemas, eu assisto normal, por gentileza, verifique o que está acontecendo com este aplicativo da Amazon Prime, pois quando espelha em uma TV wi-fi não está funcionando !!!! Eu não sou a primeira pessoa que está reclamando deste problema deste aplicativo da Amazon Prime vídeo"
16744,2020-01-06 19:34:39,5,Ótimo!!!
16745,2020-01-06 19:29:14,5,"Fantástico, ótima proposta para um serviço de streaming, tomara que não acabe como a Netflix, pois encareceu absurdamente, e tem ainda o melhor, frete grátis na Amazon. 🤘"
16746,2020-01-06 19:22:37,5,Show de bola
16747,2020-01-06 19:19:45,1,A maioria dos filmes nao tem legenda em português falei com o SAC e eles nao fizeram nada ainda
16748,2020-01-06 19:15:59,5,Ótimo filme
16749,2020-01-06 19:09:18,4,"O app e top maravilhoso, mais poderia ter mais séries tipo os originais, the walking dead, Riverdale por favor acrecentem e voces so teram a ganhar, tirando isso o app e super top recomendo 😉✌️"
16750,2020-01-06 19:09:12,1,Bosta
16751,2020-01-06 18:47:17,5,Muito bom
16752,2020-01-06 18:36:05,5,Melhor custo benefício e vários filmes e séries muito boa.
16753,2020-01-06 18:26:39,4,"Quando a gente abre uma série que nunca abriu no app, a gente espera que coloque o primeiro episódio da primeira temporada, não da QUARTA temporada. Obrigado."
16754,2020-01-06 18:19:11,5,Ótimo
16755,2020-01-06 17:56:11,3,"Player bom, qualidade boa, o que falta são mais opções de séries e filmes, fora isso o app é muito bom, preço acessível"
16756,2020-01-06 17:48:58,4,"Falta mais opções de série de drama policial, mais fora isso o App e muito bom"
16757,2020-01-06 16:38:50,4,"Muito bom, mas ainda pode melhorar. Pode ser mais fluido e intuitivo assim como a concorrente Netflix que tem um ótimo aplicativo em todas as plataformas disponíveis. Acho excelente ter a opção de download em todo o conteúdo. Poderiam criar a opção de perfis assim como tem na concorrente para dividir as séries e filmes de interesse de cada pessoa dentro de casa sem interferir no que o outro está assistindo."
16758,2020-01-06 16:34:40,5,Melhor que Netflix!
16759,2020-01-06 16:17:09,5,Gostei muito =)
16760,2020-01-06 16:12:11,4,"Alguns filmes estao travando, principalmente no final"
16761,2020-01-06 16:09:10,1,"Não recomendo! Cobraram o mês que ia ser grátis de teste, indevidamente!!!"
16762,2020-01-06 16:03:40,5,"Show, melhor que netflix e valor acessível"
16763,2020-01-06 15:24:25,5,Muito bom
16764,2020-01-06 15:24:01,3,"Queria trocar a Netflix pela Amazon, porém antes estou tentando abaixar o app na minha smart tv (lg) porem não acho nenhum modo"
16765,2020-01-06 15:19:12,5,E muito bom pois ele se adapta a sua velocidade de internet e conforme o tipo de filme que voce olha ele expoe mais do mesmo estito e os filmes sao bem recentes
16766,2020-01-06 15:01:10,4,A interface não e tão boa quanto a da netflix.mas é melhor em conteúdo qualidade e preço.
16767,2020-01-06 14:25:54,5,"Simples e rápido, excelente."
16768,2020-01-06 14:24:19,5,Show
16769,2020-01-06 14:18:30,5,Estou amando 💜
16770,2020-01-06 14:18:09,5,Muito bom
16771,2020-01-06 13:59:27,5,Excelente
16772,2020-01-06 13:53:43,5,Muito bom
16773,2020-01-06 13:48:26,4,"Deveria haver mais opção de filmes mais recentes, por exemplo em filmes de comédia romântica ou ação e aventuras que na maioria são um pouco desconhecidas."
16774,2020-01-06 13:45:45,5,Muito bom
16775,2020-01-06 13:29:41,5,Excelente!!!
16776,2020-01-06 13:19:14,5,Prático
16777,2020-01-06 13:09:18,5,"Incrível, roda bem em todos os aparelhos, é sucesso garantido nas maratonas"
16778,2020-01-06 12:33:41,2,Não achei guardiões da galáxia 😥😭
16779,2020-01-06 12:26:08,5,Sensacional muito bom
16780,2020-01-06 12:16:13,5,Ótimo app estou em faze de teste...
16781,2020-01-06 12:12:41,1,Muito ruim
16782,2020-01-06 12:09:20,1,é muita fulerage pra abrir uma conta. manda agente digita caraquiteres. e pra fazer senha e não abre conta nenhuma. por isso eu desistalei na hora. fiquei quase uma hora tentando e nada.
16783,2020-01-06 12:08:51,4,"O App é bom em.si porém deve melhorar na parte gráfica, o gráfico muitas deves demora para ter foco ,o App é lento muitas vezes ,o preço é ótimo não tenhonque reclamar, com certeza vou ser assinante mas melhorem os apps,pois não coloquei no meu ps4 ainda pq eu deveria ligar meu noot w colocar o código no noot ,não tem muito nexo isto,melhorem os apps para diferentes plataformas !!!!"
16784,2020-01-06 11:56:36,5,"Excelente, muito bom"
16785,2020-01-06 10:58:49,5,O serviço Amazon Prime Video é impecável! Zero defeitos.
16786,2020-01-06 10:54:44,5,Ótimo!!!
16787,2020-01-06 10:36:01,5,otimo
16788,2020-01-06 10:27:04,5,Amo esse app
16789,2020-01-06 10:26:40,5,Muito bom. Têm muitas opções de filmes e séries
16790,2020-01-06 10:10:28,5,Bom demais
16791,2020-01-06 10:02:35,5,Otimo
16792,2020-01-06 09:56:20,5,"Adorei o aplicativo, desde que comecei a usar esse app, não sei mais saber de outro app para assistir filmes e séries. Estou tendo uma experiência muito boa com esse aplicativo. Sem contar que é um plano que cabe no bolso e oferece vários serviços dentro da Amazon. É disso que estávamos precisando! Melhor que Netflix! 🤩👏🏾👏🏾👏🏾"
16793,2020-01-06 08:05:22,4,"Estava assistindo as séries ( terapia de choque ) e ( escola de magia ) , quando cheguei na 3 temporada em ambas; ficaram indisponível. ( terapia de choque ) ela saiu do há? Ela literalmente sumiu! / Alem disso, Deveriam disponibilizar todas as têmporas que estão disponíveis para assistir ao invés de deixar indisponível como a 3 e 4 temporada da serie > escola de magia. falta também por dublagem em português em vários filmes adicionados recentemente. Fora isso, amozon prime é ótimo!"
16794,2020-01-06 07:30:44,5,Otimo servico
16795,2020-01-06 06:45:06,5,Adorei melhor que alguns apps que tive a qualidades dos filmes e series são otimas recomendo a todos.
16796,2020-01-06 05:25:45,5,MT top
16797,2020-01-06 05:25:28,5,Único defeito é a legenda que não fica automaticamente salva como padrão e tem que ficar reiniciando para poder aparecer. Mas amo mesmo assim
16798,2020-01-06 05:18:46,4,"Compre o que promete, mas as vezes ele fecha quando está em segundo plano."
16799,2020-01-06 05:11:51,5,Não tenho do que reclamar!
16800,2020-01-06 04:43:41,5,Bom de mais
16801,2020-01-06 04:31:28,5,"Excelente, melhor que a Netflix e custa apenas 9,90"
16802,2020-01-06 04:21:29,5,Muito bom.
16803,2020-01-06 04:09:19,5,Ótima qualidade... E bons filmes e séries.. vale a pena
16804,2020-01-06 03:49:55,5,Muito bom recomendo
16805,2020-01-06 02:51:32,4,Muito boa esta plataforma. Aqui encontro séries antigas para assistir novamente e também assistir aquelas que no tempo da fita cassete não pude fazer locação para assistir.
16806,2020-01-06 02:49:21,1,"Legendas horríveis, quando tem legenda."
16807,2020-01-06 02:27:29,4,"A Amazon Prime é ótima, uma variedade imensa de filmes e séries de qualidade ( as séries originais, maravilhosas), o preço de encher os olhos. A coisa chata q eu noto é a falta de criação de perfis na mesma conta, como é na Netflix. Vivo querendo separar o que eu vejo do q o pessoal de casa vê, mas bagunça tudo, se existisse a opção de perfis, seria perfeito."
16808,2020-01-06 02:23:35,1,"Sem opções de idiomas audio e legend, maioria em espanhol, e legenda em alemão! Poderia ser melhor"
16809,2020-01-06 02:23:25,1,O preço para assistir o filme tá ótimo ...mais precisa atualizar os filme ..alguns já estão muito utrapassado ..uns filme sem graça master chef chaves ..aí não dá né ..vcs tem competência para ser melhores que a Netflix ..tem milhares de filmes ótimos que já podia estar na Amazon Prime ..!!! Façam a diferença ok
16810,2020-01-06 02:20:16,5,"Melhor app pra filmes, séries, desenhos etc"
16811,2020-01-06 02:18:40,5,O app é excelente em todos os sentidos. Super recomendo.
16812,2020-01-06 02:16:27,5,"Muito bom, adorei"
16813,2020-01-06 02:15:35,2,O app é bom. Mas colocar legenda tem sido difícil. Ela desabilita o tempo todo. Poderia ficar salva a configuração que estou usando. Mas as vezes ate quando começa um outro episódio tenho q habilitar legenda de novo.
16814,2020-01-06 02:12:41,1,Horrível
16815,2020-01-06 02:12:13,5,Muito bom.
16816,2020-01-06 02:01:26,5,É bom e eu recomendo.
16817,2020-01-06 01:58:38,4,"Falta só criar perfis para que um usuário se diferencie de outro ao usar mesma conta. De resto, nota 10..."
16818,2020-01-06 01:58:13,1,Pena que não aceitam cartão de débito!
16819,2020-01-06 01:58:10,3,"O catálogo é bom, mas o player é horrível trava toda hora."
16820,2020-01-06 01:57:23,5,Muito legal!!
16821,2020-01-06 01:50:31,5,Ótimo
16822,2020-01-06 01:36:09,4,O app e muito bom mais poderia ser melhor tipo colocar perfis ia ser muito bom
16823,2020-01-06 01:34:59,5,Muito bom Recomendo!!
16824,2020-01-06 01:29:53,5,Muito bom gostei
16825,2020-01-06 01:24:45,5,Top filmes atuais e ótimas séries
16826,2020-01-06 01:19:41,5,Qual o valor pago por mês?
16827,2020-01-06 01:17:10,5,Muito bom
16828,2020-01-06 01:15:52,4,"Avaliando apenas o app: eu tenho alguns problemas com legendas, quando minimizou elas simplesmente somem, aí tenho que apertar pra voltar os 10 segundos e elas voltam. Quando fecho o app no meio de algo q esteja assistindo, após um tempo q volto a assistir ele n está onde parei, quando é série as vezes volta pro episódio anterior. Apenas essas dificuldades que tenho."
16829,2020-01-06 01:13:44,5,Ótimo
16830,2020-01-06 01:12:21,5,Maravilhodo
16831,2020-01-06 01:03:41,1,Ruim demais..... Quando vou baixar um vídeo ele desliga o celular.... Atualmente estou com um note 8 pro.... Antes um j2.... Nos dois aparelhos o mesmo erro.
16832,2020-01-06 00:57:59,5,Muito bom mesmo a única dúvida que tenho é saber se eu osso assistir os filmes na tv smart?e É como compartilhar do smartphone para a TV. Alguém pode me ajudar?
16833,2020-01-06 00:55:50,5,Bom
16834,2020-01-06 00:44:26,3,"O aplicativo de celular tem muito a melhorar ainda... Interface estranha, barra de pesquisa que não é precisa e o aplicativo aparenta não marcar com precisão o episódio que você parou das séries. Quanto ao conteúdo não tenho do que reclamar."
16835,2020-01-06 00:44:01,5,Estou adorando...Filmes excelentes!
16836,2020-01-06 00:41:47,5,Excelente app. Tou muito satisfeito com a minha assinatura do Prime Vídeo. Super recomendo.
16837,2020-01-06 00:37:30,4,"Aplicativo muito bom. Porém tem alguns probleminhas que ainda precisam ser corrigidos. Como não voltar de onde parou e a legenda sumir após trocar de tela. Tirando esses dois problemas que tenho, está tudo certo."
16838,2020-01-06 00:30:45,1,E um lixo
16839,2020-01-06 00:27:34,3,"Tem até bastante conteúdo, mas falha ao apresentar variedades aos usuários, acessamos várias vezes e temos a impressão de ""não ter nada"""
16840,2020-01-06 00:21:00,5,Catálogo excelente!
16841,2020-01-06 00:19:42,1,Alguma forma de assinar sem ser no credito.?
16842,2020-01-06 00:15:18,5,Ótima qualidade e fácil de utilizar!
16843,2020-01-06 00:07:09,5,Ótimo
16844,2020-01-06 00:06:52,5,RECOMENDO
16845,2020-01-06 00:01:15,4,Gostei... ;-; Uso mais do que outros aplicativos mais populares.
16846,2020-01-06 00:00:56,5,"Excelente. Pode melhorar nos filmes, alguns são legendados e as séries tem um erro que não fica marcando o capítulo que você está, como o concorrente principal faz bem feito."
16847,2020-01-06 00:00:36,5,Muito bom App. Super recomendo
16848,2020-01-05 23:54:07,1,seu filmes sao muitos antigos nao tem novidade alguma pessina resolucao.
16849,2020-01-05 23:42:25,4,"Ótimo app, mas tem muito pra melhorar ainda!"
16850,2020-01-05 23:35:42,4,Boa
16851,2020-01-05 23:35:05,5,Muito bom
16852,2020-01-05 23:31:50,4,"O app está muito bom, sencacional! Tirei uma estrela porque vocês ainda não liberaram Grimm, quando o fizerem, volta a quinta estrela."
16853,2020-01-05 23:31:18,5,Quantos está custando para utilizar???
16854,2020-01-05 23:28:56,5,Ótimo!
16855,2020-01-05 23:24:44,5,Excelente
16856,2020-01-05 23:18:14,5,Otimas opcoes de filmes recem saidos do cinema. Melhores series.
16857,2020-01-05 23:09:21,5,Excelente
16858,2020-01-05 23:04:45,5,Ótimo app
16859,2020-01-05 22:43:16,5,Ótima qualidade de filmes parabéns.
16860,2020-01-05 22:37:30,5,Melhor que Netflix.
16861,2020-01-05 22:19:06,5,Ótimo ! Parabéns! Show!
16862,2020-01-05 22:16:52,4,"O app é muito bom, tem ótimos filmes, mas precisa melhorar no mecanismo de pesquisa e melhorar a organização, se quiserem eu sou Desenvolvedor web e posso ajudar a melhorar o mecanismo de busca e um leyaut mais amigável."
16863,2020-01-05 22:13:29,5,Fácil de navegar e tem bons títulos
16864,2020-01-05 22:13:19,5,"Muito ótimo, parabéns"
16865,2020-01-05 21:59:44,5,Estou amando
16866,2020-01-05 21:59:43,3,"Tem ótimos filmes,mas trava com frequência"
16867,2020-01-05 21:43:24,4,Bom
16868,2020-01-05 21:05:47,5,Perfeito
16869,2020-01-05 20:58:57,5,Muito bom
16870,2020-01-05 20:50:28,5,Gostei
16871,2020-01-05 20:45:14,5,😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
16872,2020-01-05 20:41:02,4,Podia dar p criar varios usuários diferentes p nao ficar todo mundo acessando a mesma tela
16873,2020-01-05 20:39:34,5,"Estou gostando muito!!! Bons filmes, séries, não trava, fácil para navegar. E o preço é ótimo!!!"
16874,2020-01-05 20:38:59,5,Ótimo
16875,2020-01-05 20:32:01,5,Estou gostando muito
16876,2020-01-05 20:31:46,1,Não tem filmes que eu esperava muito ruim tudo que eu pesquiso não tem😡
16877,2020-01-05 20:04:43,2,Falta ter opções de perfis para no caso de mais um usuário como na Netflix!
16878,2020-01-05 20:01:05,3,Tinha ter a opção de criar perfis...
16879,2020-01-05 19:42:32,3,É bom o aplicativo mais tem muito filmes velhos
16880,2020-01-05 19:15:24,5,Muito bom não trava
16881,2020-01-05 18:23:54,5,Bom e preço bom
16882,2020-01-05 18:03:23,1,Nao quis instalar!
16883,2020-01-05 17:56:21,3,"Todas as séries muito longe de atualização 😒 , BLUE Bloods por ex , ainda na sexta temporada ☹️☹️ ."
16884,2020-01-05 17:49:32,5,Ótima
16885,2020-01-05 17:39:58,4,"Muito bom, super indico"
16886,2020-01-05 17:39:56,4,"Estou gostando, pois tem series e filmes que sempre quis ver e na netflix não tem. O preço é excelente, só a interface do app pra android e pra smartTV que tem que melhorar."
16887,2020-01-05 17:39:34,5,Super recomendo esse app.
16888,2020-01-05 17:22:24,5,Muito melhor que netflix
16889,2020-01-05 17:20:53,1,"Péssimo, trava, a séries tem hora que não continua da onde parou, sempre que abri um filme ou série ou passa o episódio tem anúncio"
16890,2020-01-05 17:14:58,3,"Ultimamente está travando muito, e imagem desfocada!"
16891,2020-01-05 17:11:16,5,Muito bom e muito prático
16892,2020-01-05 17:03:53,4,"otimo, mas pode melhorar com filmes e séries"
16893,2020-01-05 16:58:10,5,Excelente
16894,2020-01-05 16:55:09,3,Queria saber se tem toda saga de Star wars?
16895,2020-01-05 16:52:13,4,Ainda não está no mesmo nível da Netflix
16896,2020-01-05 16:47:51,5,Muito bom
16897,2020-01-05 16:43:57,1,Não consegui instalar.
16898,2020-01-05 16:34:54,5,Amei e indico para terem
16899,2020-01-05 16:28:56,5,Excelente.
16900,2020-01-05 16:14:33,5,Ótimo
16901,2020-01-05 16:12:15,1,Não consigo acesso .Não abre .só fica tela azul pedindo código que eu ainda não cadastrei. Pode ajudar a resolver?
16902,2020-01-05 15:52:58,5,Muito bom!!
16903,2020-01-05 15:49:36,1,"apresentando falhas, saindo automaticamente, fechando sozinho"
16904,2020-01-05 15:49:07,5,Bom e barato!!
16905,2020-01-05 15:43:44,5,"Muito bom, gostei muito!!!"
16906,2020-01-05 15:31:47,5,"Não está tão otimizado quanto o do Netflix, mas em questão de filmes é bem melhor."
16907,2020-01-05 15:09:43,5,O aplicativo é ótimo. Torna-se mais interessante por conta da diversidade e qualidade disponibilizada pelo mesmo.
16908,2020-01-05 15:08:59,5,"Experiência ótima com o App. Prime melhorou muito em relação à disponibilidade de filmes mais recentes e novas séries estão sendo adicionadas. O único recurso que falta para quem assiste em família é a possibilidade de criação de perfis. Fora isso, mesmos recursos disponíveis como nas concorrentes e algumas funcionalidades interessantes (biografias de atores, link para IMDB, etc)."
16909,2020-01-05 15:06:35,5,Fantástico!
16910,2020-01-05 14:50:22,4,"Até agora bom, enfim com o Chrome cast os eps estão pulando sozinho, antes tinha que entrar no App só pra iniciar outro"
16911,2020-01-05 14:44:24,5,Muiiiito bom Gostei demais.
16912,2020-01-05 14:43:06,1,"Começou travando alguns vídeos, e agora não funciona no Chromecast."
16913,2020-01-05 14:33:31,5,Excelente serviço. Filmes e séries de ótima qualidade. Superou.
16914,2020-01-05 14:26:34,5,Show!
16915,2020-01-05 14:16:06,5,Adorei
16916,2020-01-05 14:13:20,5,Muito bom
16917,2020-01-05 14:10:14,5,Otima
16918,2020-01-05 14:04:40,1,Poderia ter a opção débito automático para as pessoas que não possuem cartão de crédito. Obrigada
16919,2020-01-05 13:55:07,5,"Gostei, vcs estão de parabéns. Muito bom mesmo."
16920,2020-01-05 13:54:28,3,"A legenda fica atrasada todas a vezes que vc sai e volta para o vídeo Isso acaba atrapalhando demais pois vc precisa voltar unas 50 segundos de vídeo pra ir tentando fazer a legenda voltar... Isso não é nada legal e torna a experiência muito ruim... Vocês deveriam melhorar a interface dos vídeos, o título do video fica incompleto quando está assistindo..."
16921,2020-01-05 13:36:50,5,Sensacional
16922,2020-01-05 13:28:36,1,"Na boa, vão crescer, esse ""desafiozinho"" de letrinhas é a coisa mais ultrapassada além de que não funciona."
16923,2020-01-05 13:27:17,5,Meu aparelho não mostra imagem somente som
16924,2020-01-05 13:23:34,1,"Por favor, não estou conseguindo finalizar a forma de pagamento coloquei meu cartão de débito não aceitou ok. Agora não estou conseguindo colocar o de crédito da erro peço por favor ajuda do suporte"
16925,2020-01-05 12:38:07,5,"Adorei, consome bem menos dados do que o Netflix."
16926,2020-01-05 12:28:50,4,"Gosto muito do conteúdo, mas seria interessante se houvesse a possibilidade de criar usuários."
16927,2020-01-05 11:55:57,5,E muito bom ele muitas séries e filmes
16928,2020-01-05 11:42:40,5,Bom ele é um app muito bom cm filmes novos claro q cm pouca serie mais achei nele oq eu n achava em outro como as séries supernatural e diario de um vampiro achei a saga crepúsculo completa o unico defeitinho é q n tem um menu muito arrojado como posso dizer n é muito organizado🤦‍♀️ mais fora isso top de mais e sem falar no preço acessível muito top msm.
16929,2020-01-05 10:38:45,5,Apesar de não ter uma grade gigantesca de filmes/séries/animes e etc. O valor é bem em conta e seu custo benefício é o melhor que eu já vi. Contendo bastantes filmes atuais e de qualidade.
16930,2020-01-05 09:44:00,4,Muito Bom
16931,2020-01-05 07:41:37,3,Pontos positivos: -Filmes antigos -Filmes recém saídos dos cinemas -Séries exclusivas -Séries difíceis de achar para baixar Pontos negativos: -Plataforma razoável -As vezes não volta de onde parou -Exige de uma boa conexão com internet
16932,2020-01-05 06:55:22,5,Gostei do app!
16933,2020-01-05 06:16:21,3,"O problema do app é que mesmo com cobrança e pagamento mensal há anuncios de coisas originais antes da reprodução dos filmes, acho que um serviço privado e pago nao deve haver esse tipo de coisa pois é inconveniente."
16934,2020-01-05 05:23:48,5,"Otimo, o melhor aplicativo de filmes"
16935,2020-01-05 05:10:35,5,Tá ótimo para por enquanto
16936,2020-01-05 04:18:41,5,"Muito bom, variedades, filmes de qualidade"
16937,2020-01-05 04:13:50,5,Perfeito de mais 😍😍😍😍
16938,2020-01-05 03:56:21,5,Melhor App de filme e série estou gostando muito ..
16939,2020-01-05 03:39:55,3,"Adoro as opções, filmes e séries maravilhosas por um preço incrívelmente justo. Porém convenhamos, o aplicativo tem muito que melhorar; o player é decepcionante, quando você sai do episódio de uma série e volta, nunca está no mesmo lugar, a opção de zoom deveria ser mais intuitiva. Algo que gosto de verdade é a opção onde mostra o nome do atores e músicas, uma ferramenta única do app. De todo modo, eu recomendo, afinal de contas o custo benefício é sem sombra de dúvidas atraente, xau Netflix."
16940,2020-01-05 03:22:15,3,"O preço é em conta mas falta muitos filmes, dá um desânimo quando eu procuro um filme e não acho como Deadpool, Wolverine, tropa de elite, as sessões "" um filme que eu gostaria de rever"" etc..."
16941,2020-01-05 03:21:05,5,"Faltou apenas alguns filmes clássicos, mas outros também clássicos marcam sua presença e é simplesmente incrível."
16942,2020-01-05 03:20:07,2,"Tanto o app quanto o site não são tão ""fáceis"" de usar. É complicado ter que pesquisar a próxima temporada de uma série para continuar assistindo, e também a pesquisa não são tão otimizadas, várias vezes pesquisei um título mas aparecia outro título antes do título que procurei"
16943,2020-01-05 03:12:09,4,Falta apenas acertar os áudios e legendas....
16944,2020-01-05 03:00:07,4,Falta o recurso para criar perfis separados.
16945,2020-01-05 03:00:01,5,"Ótimo aplicativo, filmes atualizados e pode baixar. Minha única pergunta é quando vocês vão fazer uma versão para o Android tv????"
16946,2020-01-05 02:53:58,4,"Muito bom, só falta ter mais opções."
16947,2020-01-05 02:36:32,3,As temporadas das séries ficam separadas. O app não aceita diferentes perfis então fica uma bagunça quando outra pessoa assiste também.
16948,2020-01-05 02:25:57,3,Preço bom mas com constantes falhas e travamentos. Não sei se compensa manter a assinatura
16949,2020-01-05 02:19:00,5,Ok
16950,2020-01-05 02:10:44,5,Show de bola!
16951,2020-01-05 02:08:42,5,Excelente
16952,2020-01-05 02:06:22,4,"Ainda falta a possibilidade de baixar os filmes e séries no cartão SD, colocar apenas no armazenamento interno dificulta as coisas"
16953,2020-01-05 02:05:31,5,É muito bom
16954,2020-01-05 02:04:23,3,"O conteúdo é bom, mas precisa melhorar em alguns pontos quanto ao aplicativo: tirar os trailers que aparecem no início de cada episódio, poder pular a abertura e os créditos finais também é de grande ajuda. As legendas frequentemente juntam as palavras e ficam péssimas pra ler."
16955,2020-01-05 01:56:35,5,Excelente app. Tem muitos filmes e séries pra assitir. Sem falar no excelente custo-benefício. Recomendo.
16956,2020-01-05 01:47:23,5,Muito bom.mesmo
16957,2020-01-05 01:45:15,5,Melhor que netflix
16958,2020-01-05 01:44:44,2,Ele as vezes trava quando e reproduzido na TV e se tem outro celular assistindo da interferência mais tem alguns bons filmes e séries
16959,2020-01-05 01:40:32,5,Estou satisfeita... uso bem mais que o Netflix
16960,2020-01-05 01:36:12,4,Não estou conseguindo usar no meu celular. Baixei o aplicativo e quando clico em abrir a tela fica toda preta e não mostra nada. Sou cliente Prime.
16961,2020-01-05 01:29:01,4,Na serie costuma voltar no primeiro episodio e nao no que estava vendo.
16962,2020-01-05 01:28:50,2,"poderiam adicionar mais formas de pagamento, tipo, eu nao trabalho com cartoes de credito, mas trabalho com cartao de debito"
16963,2020-01-05 01:25:14,5,Sensacional
16964,2020-01-05 01:24:13,5,Ótimo
16965,2020-01-05 01:15:08,5,Tô gostando!
16966,2020-01-05 01:14:01,5,Fantástico
16967,2020-01-05 01:05:05,5,Muito bom
16968,2020-01-05 00:59:35,1,"O vídeo simplesmente fica Caindo de qualidade sem nenhum motivo, minha internet funcionando perfeitamente, mas do nada o vídeo cai a resolução."
16969,2020-01-05 00:45:37,5,"Gostei muito do aplicativo, fácil de usar, tem séries muito boas e filmes novos... Super recomendo ."
16970,2020-01-05 00:39:42,3,Poderia ter a opção de criar perfil ai seria perfeito
16971,2020-01-05 00:35:21,3,Super indico!!
16972,2020-01-05 00:29:04,3,Melhorar mais
16973,2020-01-05 00:23:33,5,Eselente
16974,2020-01-05 00:22:06,5,MT bom
16975,2020-01-05 00:21:00,5,Gostei muito
16976,2020-01-05 00:15:37,3,"Muitos bugs, app extremamente instável, travamentos constantes, passa longe do App da Netflix. O app da TV então(Samsung).... Noooosaa.. legenda sem sincronia, travamentos, lentidão... péssimo... quase cancelando...."
16977,2020-01-05 00:11:39,5,Muito bom.
16978,2020-01-04 23:57:47,5,Sem palavras no momento
16979,2020-01-04 23:46:32,5,Excelente recomendo
16980,2020-01-04 23:43:41,5,Muito bom a qualidade das imagens é impressionante estou muito satisfeita !
16981,2020-01-04 23:43:22,3,Poderia ter como por perfil.
16982,2020-01-04 23:41:45,5,Muito bom!!
16983,2020-01-04 23:38:01,5,Ótimo App 🤩🍃
16984,2020-01-04 23:23:36,2,"Olha, de primeira eu estava amando usar, isso no celular, mas ai um dia desses já logado na conta, só ficava dando erro no que queria ver, ai de repente desligou da conta e não consigo entrar por nada pelo aplicatico, usando a web do celular entra mas o aplicativo não, fica dizendo erro no login."
16985,2020-01-04 23:09:28,5,Ótimo app 😊
16986,2020-01-04 23:09:11,4,"Faltô ter perfil ,vira bagunça se 2 pessoas assistirem a mesma série"
16987,2020-01-04 23:03:46,5,Ótimo app
16988,2020-01-04 22:58:48,2,"Achei bem mais ou menos. Se a intenção é se comparar com a Netflix, ainda tá deixando muito a desejar. Vários filmes sem áudio ou legenda em português. Um saco!!! Melhorem isso!!!"
16989,2020-01-04 22:57:19,4,Bom
16990,2020-01-04 22:52:51,1,Podia ter como pagar com cartão de dibito mas não pode por isso q to dando uma estela e tbm pq não tem como da zero se não eu dava
16991,2020-01-04 22:02:47,5,"Estou fazendo teste e até o momento estou gostando muito! App intuitivo, catálogo maravilhoso, as originais amazon são incríveis, tem filmes recentes e bem antigos também, o preço é baixo (9,90 a mensalidade), qualidade de imagem surpreendente, acredito que o único ponto negativo, é que não aceita boleto como forma de pagamento. De resto excelente, 10 a 0 na concorrência."
